,Country,GDP per capita,Móvil,Internet,Banda Ancha,Year
6281,Mongolia,1121.66476314061,0.0,,,1984
6282,Northern Mariana Islands,,0.0,,,1984
6283,Mozambique,,0.0,,,1984
6284,Mauritania,620.760829318903,0.0,,,1984
6285,Mauritius,1027.99397497052,0.0,,,1984
6286,Malawi,173.449549231984,0.0,,,1984
6287,Malaysia,2234.25720382689,0.0,,,1984
6288,North America,16803.6898806646,0.03472842,,,1984
6289,Namibia,1678.79190900647,0.0,,,1984
6290,New Caledonia,5249.36493833162,0.0,,,1984
6291,Niger,217.469236041817,0.0,,,1984
6292,Nigeria,902.215849912844,0.0,,,1984
6293,Nicaragua,852.466606005799,0.0,,,1984
6294,Netherlands,9977.1602168293,,,,1984
6295,Norway,14989.4857665906,0.94363149,,,1984
6296,Nepal,156.6505396816,0.0,,,1984
6297,Nauru,,0.0,,,1984
6298,New Zealand,6713.76013104154,0.0,,,1984
6299,OECD members,9082.9541175805,0.032496502,,,1984
6300,Oman,6164.19265886941,0.0,,,1984
6301,Other small states,2262.52773909369,0.0,,,1984
6302,Pakistan,349.182050223692,0.0,,,1984
6303,Panama,2849.05387659941,0.0,,,1984
6304,Peru,910.967465839667,0.0,,,1984
6305,Philippines,676.361916482399,0.0,,,1984
6306,Palau,,,,,1984
6307,Papua New Guinea,641.991539902639,0.0,,,1984
6308,Poland,,0.0,,,1984
6309,Pre-demographic dividend,598.781996840248,0.0,,,1984
6310,Puerto Rico,5730.11700890201,0.0,,,1984
6311,"Korea, Dem. People's Rep.",,0.0,,,1984
6312,Portugal,2522.74747620658,0.0,,,1984
6313,Paraguay,1260.74379796017,0.0,,,1984
6314,West Bank and Gaza,,,,,1984
6315,Pacific island small states,1271.75514338564,0.0,,,1984
6316,Post-demographic dividend,10000.3726547139,0.03733534,,,1984
6317,French Polynesia,8005.80208522776,0.0,,,1984
6318,Qatar,19645.3146586178,,,,1984
6319,Romania,,0.0,,,1984
6320,Russian Federation,,0.0,,,1984
6321,Rwanda,268.923276720984,0.0,,,1984
6322,South Asia,275.588605513276,0.0,,,1984
6323,Saudi Arabia,9632.53874648231,,,,1984
6324,Sudan,445.948496883768,0.0,,,1984
6325,Senegal,555.190693083359,0.0,,,1984
6326,Singapore,7228.31758410647,,,,1984
6327,Solomon Islands,690.389973509958,0.0,,,1984
6328,Sierra Leone,293.315724581217,0.0,,,1984
6329,El Salvador,751.725021407128,0.0,,,1984
6330,San Marino,,,,,1984
6331,Somalia,119.174817325897,0.0,,,1984
6332,Serbia,,,,,1984
6333,Sub-Saharan Africa (excluding high income),606.212529244377,0.0,,,1984
6334,South Sudan,,,,,1984
6335,Sub-Saharan Africa,606.467202337684,0.0,,,1984
6336,Small states,2342.62823902362,0.0,,,1984
6337,Sao Tome and Principe,,0.0,,,1984
6338,Suriname,2368.92756674947,0.0,,,1984
6339,Slovak Republic,,0.0,,,1984
6340,Slovenia,,0.0,,,1984
6341,Sweden,13099.0208341765,0.694375836,,,1984
6342,Eswatini,732.29622039224,0.0,,,1984
6343,Sint Maarten (Dutch part),,,,,1984
6344,Seychelles,2338.07565218555,0.0,,,1984
6345,Syrian Arab Republic,1864.89113941165,0.0,0.0,,1984
6346,Turks and Caicos Islands,,0.0,,,1984
6347,Chad,185.394337119184,0.0,,,1984
6348,East Asia & Pacific (IDA & IBRD countries),335.101620782804,0.000120359,,,1984
6349,Europe & Central Asia (IDA & IBRD countries),,0.0,,,1984
6350,Togo,228.648692582517,0.0,0.0,,1984
6351,Thailand,818.038933525859,0.0,0.0,,1984
6352,Tajikistan,,0.0,,,1984
6353,Turkmenistan,,0.0,,,1984
6354,Latin America & the Caribbean (IDA & IBRD countries),1787.59404789659,0.0,,,1984
6355,Timor-Leste,,,,,1984
6356,Middle East & North Africa (IDA & IBRD countries),1914.82631718696,0.0,,,1984
6357,Tonga,685.001594377678,0.0,,,1984
6358,South Asia (IDA & IBRD),275.588605513277,0.0,,,1984
6359,Sub-Saharan Africa (IDA & IBRD countries),606.467202337684,0.0,,,1984
6360,Trinidad and Tobago,6715.60687269515,0.0,,,1984
6361,Tunisia,1156.91454543842,0.0,,,1984
6362,Turkey,1246.82446812927,0.0,,,1984
6363,Tuvalu,,0.0,,,1984
6364,Tanzania,,0.0,,,1984
6365,Uganda,256.74081185542,0.0,,,1984
6366,Ukraine,,0.0,,,1984
6367,Upper middle income,942.380111315151,0.0,,,1984
6368,Uruguay,1620.93456167648,0.0,,,1984
6369,United States,17121.2254849995,0.038445905,,,1984
6370,Uzbekistan,,0.0,,,1984
6371,St. Vincent and the Grenadines,1301.11960162058,0.0,,,1984
6372,"Venezuela, RB",3555.80623266794,0.0,,,1984
6373,British Virgin Islands,,0.0,,,1984
6374,Virgin Islands (U.S.),,0.0,,,1984
6375,Vietnam,,0.0,,,1984
6376,Vanuatu,1137.13827833223,0.0,,,1984
6377,World,2572.3022758082,0.006855405,,,1984
6378,Samoa,685.750295639485,0.0,,,1984
6379,Kosovo,,,,,1984
6380,"Yemen, Rep.",,0.0,,,1984
6381,South Africa,2429.02750034724,0.0,,,1984
6382,Zambia,408.777920149548,0.0,,,1984
6383,Zimbabwe,741.875000510963,0.0,,,1984
6384,Aruba,,0.0,,,1985
6385,Africa Eastern and Southern,495.66462896974,0.0,,,1985
6386,Afghanistan,,0.0,,,1985
6387,Africa Western and Central,651.510094102516,0.0,,,1985
6388,Angola,758.745063152158,0.0,,,1985
6389,Albania,639.865909445734,0.0,,,1985
6390,Andorra,7775.61421691636,0.0,,,1985
6391,Arab World,2217.23049461166,0.00453049,,,1985
6392,United Arab Emirates,29720.8977184634,0.580018212,,,1985
6393,Argentina,2926.12648531698,0.0,,,1985
6394,Armenia,,0.0,,,1985
6395,American Samoa,,0.0,,,1985
6396,Antigua and Barbuda,3899.39183968301,0.0,,,1985
6397,Australia,11459.179567837,0.0,,,1985
6398,Austria,9172.09676001833,0.128196575,,,1985
6399,Azerbaijan,,0.0,,,1985
6400,Burundi,242.058503810168,0.0,0.0,,1985
6401,Belgium,8750.81851250536,0.0,,,1985
6402,Benin,244.410941733101,0.0,,,1985
6403,Burkina Faso,200.8943517994,0.0,,,1985
6404,Bangladesh,245.453912291425,0.0,,,1985
6405,Bulgaria,1914.55064658793,0.0,,,1985
6406,Bahrain,8706.76660148502,0.0,,,1985
6407,"Bahamas, The",9893.04200290734,0.0,,,1985
6408,Bosnia and Herzegovina,,0.0,,,1985
6409,Belarus,,0.0,,,1985
6410,Belize,1289.39074367083,0.0,,,1985
6411,Bermuda,18269.5355197019,0.0,,,1985
6412,Bolivia,870.185648376456,0.0,,,1985
6413,Brazil,1558.90793451031,0.0,,,1985
6414,Barbados,5500.41411424655,0.0,,,1985
6415,Brunei Darussalam,15699.5747775143,0.0,,,1985
6416,Bhutan,351.679895132503,0.0,,,1985
6417,Botswana,1042.23975387474,0.0,0.0,,1985
6418,Central African Republic,340.20138899431,0.0,,,1985
6419,Canada,14114.8077599664,0.046611336,,,1985
6420,Central Europe and the Baltics,,0.0,,,1985
6421,Switzerland,17166.5184994159,0.0,,,1985
6422,Channel Islands,,,,,1985
6423,Chile,1444.28013827502,0.0,,,1985
6424,China,294.45884850496,0.0,,,1985
6425,Cote d'Ivoire,703.519515159779,0.0,,,1985
6426,Cameroon,848.473279523312,0.0,,,1985
6427,"Congo, Dem. Rep.",240.788098157669,0.0,,,1985
6428,"Congo, Rep.",1051.87369246428,0.0,,,1985
6429,Colombia,1165.04241373426,0.0,,,1985
6430,Comoros,553.632402654304,0.0,,,1985
6431,Cabo Verde,441.90662888927,0.0,,,1985
6432,Costa Rica,1432.0812477993,0.0,,,1985
6433,Caribbean small states,2722.82827481247,0.0,,,1985
6434,Cuba,2269.82521869396,0.0,,,1985
6435,Curacao,,,,,1985
6436,Cayman Islands,,0.0,,,1985
6437,Cyprus,4488.28700259453,0.0,,,1985
6438,Czech Republic,,0.0,,,1985
6439,Germany,9429.56921688214,0.001390112,,,1985
6440,Djibouti,801.18213935827,0.0,,,1985
6441,Dominica,1632.24736654914,0.0,,,1985
6442,Denmark,12253.1002141785,0.901404177,,,1985
6443,Dominican Republic,780.385865786157,0.0,,,1985
6444,Algeria,2582.87901344273,0.0,,,1985
6445,East Asia & Pacific (excluding high income),356.808123007082,0.000136759,,,1985
6446,Early-demographic dividend,802.799973252265,0.000113604,,,1985
6447,East Asia & Pacific,1400.620996324,0.004135006,,,1985
6448,Europe & Central Asia (excluding high income),,0.0,,,1985
6449,Europe & Central Asia,4637.4150615066,0.041909092,,,1985
6450,Ecuador,1891.56247890302,0.0,,,1985
6451,"Egypt, Arab Rep.",792.824041999649,0.0,,,1985
6452,Euro area,7833.79791134944,0.033812535,,,1985
6453,Eritrea,,0.0,,,1985
6454,Spain,4699.65576367274,,,,1985
6455,Estonia,,0.0,,,1985
6456,Ethiopia,233.218696082903,0.0,,,1985
6457,European Union,6468.95980749641,0.05583721,,,1985
6458,Fragile and conflict affected situations,798.482664163628,0.0,,,1985
6459,Finland,11398.1059531509,1.37723417,,,1985
6460,Fiji,1603.21935409912,0.0,,,1985
6461,France,9763.32740402965,0.0,,,1985
6462,Faroe Islands,,0.0,,,1985
6463,"Micronesia, Fed. Sts.",,0.0,,,1985
6464,Gabon,4038.068544182,0.0,,,1985
6465,United Kingdom,8652.21654247593,0.088631184,,,1985
6466,Georgia,,0.0,,,1985
6467,Ghana,352.352714371426,0.0,,,1985
6468,Gibraltar,,0.0,,,1985
6469,Guinea,,0.0,,,1985
6470,"Gambia, The",298.660412324448,0.0,,,1985
6471,Guinea-Bissau,164.941935311688,0.0,,,1985
6472,Equatorial Guinea,176.415058814545,0.0,,,1985
6473,Greece,4813.71120474694,0.0,,,1985
6474,Grenada,1678.0732462776,0.0,0.0,,1985
6475,Greenland,7760.82840448295,0.0,,,1985
6476,Guatemala,1233.08094396302,0.0,,,1985
6477,Guam,,0.0,,,1985
6478,Guyana,588.610353438784,0.0,,,1985
6479,High income,10507.9432751116,0.086219771,,,1985
6480,"Hong Kong SAR, China",6542.93153674313,0.083222654,,,1985
6481,Honduras,1232.86961535159,0.0,,,1985
6482,Heavily indebted poor countries (HIPC),349.847542005904,0.0,,,1985
6483,Croatia,,0.0,,,1985
6484,Haiti,317.076345905772,0.0,,,1985
6485,Hungary,,0.0,,,1985
6486,IBRD only,823.897571685912,6.4e-05,,,1985
6487,IDA & IBRD total,748.28658476088,5.21e-05,,,1985
6488,IDA total,417.762105231307,0.0,,,1985
6489,IDA blend,603.32492769397,0.0,,,1985
6490,Indonesia,516.960990192592,0.001229828,,,1985
6491,IDA only,322.60310128923,0.0,,,1985
6492,Isle of Man,,,,,1985
6493,India,296.435150039292,0.0,,,1985
6494,Not classified,,,,,1985
6495,Ireland,6011.7355464232,0.008544625,,,1985
6496,"Iran, Islamic Rep.",3805.58176653381,0.0,,,1985
6497,Iraq,3112.99576359636,0.0,,,1985
6498,Iceland,12361.1869367196,0.0,,,1985
6499,Israel,,,,,1985
6500,Italy,7990.68656551182,0.011266884,,,1985
6501,Jamaica,899.256757502197,0.0,,,1985
6502,Jordan,1721.97740874591,0.0,,,1985
6503,Japan,11576.6921126865,0.050704164,,,1985
6504,Kazakhstan,,0.0,,,1985
6505,Kenya,308.648702706922,0.0,,,1985
6506,Kyrgyz Republic,,0.0,,,1985
6507,Cambodia,,0.0,,,1985
6508,Kiribati,502.041732238638,0.0,,,1985
6509,St. Kitts and Nevis,2650.9864691075,0.0,,,1985
6510,"Korea, Rep.",2482.39995573606,,,,1985
6511,Kuwait,12356.8786562447,0.0,,,1985
6512,Latin America & Caribbean (excluding high income),1758.40095293863,0.0,,,1985
6513,Lao PDR,641.74019759151,0.0,,,1985
6514,Lebanon,,0.0,,,1985
6515,Liberia,,0.0,,,1985
6516,Libya,,0.0,,,1985
6517,St. Lucia,2253.09668777185,0.0,,,1985
6518,Latin America & Caribbean,1889.49332361777,0.0,,,1985
6519,Least developed countries: UN classification,252.367679394114,0.0,,,1985
6520,Low income,348.983932343237,0.0,,,1985
6521,Liechtenstein,19390.1266423762,,,,1985
6522,Sri Lanka,369.581896014033,0.0,,,1985
6523,Lower middle income,502.811603908526,0.000113774,,,1985
6524,Low & middle income,724.111754135528,5.27e-05,,,1985
6525,Lesotho,176.018137716736,0.0,,,1985
6526,Late-demographic dividend,838.780811715339,0.00048401,,,1985
6527,Lithuania,,0.0,,,1985
6528,Luxembourg,12481.9658448559,0.010902629,,,1985
6529,Latvia,,0.0,,,1985
6530,"Macao SAR, China",4804.6820413305,0.0,,,1985
6531,St. Martin (French part),,,,,1985
6532,Morocco,660.946735768742,0.0,,,1985
6533,Monaco,37552.0556421484,0.0,,,1985
6534,Moldova,,0.0,,,1985
6535,Madagascar,377.856664172781,0.0,,,1985
6536,Maldives,671.049688508962,0.0,0.0,,1985
6537,Middle East & North Africa,2991.59208708236,0.004142729,,,1985
6538,Mexico,2569.23971350142,0.0,,,1985
6539,Marshall Islands,1144.73924499752,0.0,,,1985
6540,Middle income,751.638229977483,5.65e-05,,,1985
6541,North Macedonia,,0.0,,,1985
6542,Mali,177.761126044406,0.0,,,1985
6543,Malta,3322.4212829917,0.0,,,1985
6544,Myanmar,34.5165308297178,0.0,,,1985
6545,Middle East & North Africa (excluding high income),2042.84896448225,0.0,,,1985
6546,Montenegro,,,,,1985
6547,Mongolia,1137.68561816005,0.0,,,1985
6548,Northern Mariana Islands,,0.0,,,1985
6549,Mozambique,,0.0,,,1985
6550,Mauritania,567.24977925551,0.0,,,1985
6551,Mauritius,1054.47483497012,0.0,,,1985
6552,Malawi,155.655698345113,0.0,,,1985
6553,Malaysia,2000.1482855772,,,,1985
6554,North America,17833.0727412687,0.132259631,,,1985
6555,Namibia,1342.25318413254,0.0,,,1985
6556,New Caledonia,5534.61245773888,0.0,,,1985
6557,Niger,208.297105774874,0.0,,,1985
6558,Nigeria,882.520000966693,0.0,,,1985
6559,Nicaragua,718.684997278155,0.0,,,1985
6560,Netherlands,9926.1299705666,0.033071633,,,1985
6561,Norway,15753.5527652129,1.518743205,,,1985
6562,Nepal,155.407818368299,0.0,,,1985
6563,Nauru,,0.0,,,1985
6564,New Zealand,7600.56524172937,0.0,,,1985
6565,OECD members,9491.05003012228,0.075028274,,,1985
6566,Oman,6677.39840687367,0.003470327,,,1985
6567,Other small states,2096.15247590958,0.0,,,1985
6568,Pakistan,337.828532513133,0.0,,,1985
6569,Panama,2947.6915555155,0.0,,,1985
6570,Peru,836.946087307564,0.0,,,1985
6571,Philippines,644.14604802612,0.0,,,1985
6572,Palau,,,,,1985
6573,Papua New Guinea,593.815247277172,0.0,,,1985
6574,Poland,,0.0,,,1985
6575,Pre-demographic dividend,603.609462419274,0.0,,,1985
6576,Puerto Rico,6008.05448623038,0.0,,,1985
6577,"Korea, Dem. People's Rep.",,0.0,,,1985
6578,Portugal,2705.19300197317,0.0,,,1985
6579,Paraguay,892.890451697378,0.0,,,1985
6580,West Bank and Gaza,,,,,1985
6581,Pacific island small states,1182.02764372786,0.0,,,1985
6582,Post-demographic dividend,10475.986873381,0.086457992,,,1985
6583,French Polynesia,8514.27365159243,0.0,,,1985
6584,Qatar,16590.8027157778,,,,1985
6585,Romania,,0.0,,,1985
6586,Russian Federation,,0.0,,,1985
6587,Rwanda,279.104964268031,0.0,,,1985
6588,South Asia,292.809393059512,0.0,,,1985
6589,Saudi Arabia,7919.65154739552,,,,1985
6590,Sudan,552.974546010054,0.0,,,1985
6591,Senegal,590.132970060231,0.0,,,1985
6592,Singapore,7001.7667477117,,,,1985
6593,Solomon Islands,611.01467934222,0.0,,,1985
6594,Sierra Leone,225.183191310296,0.0,,,1985
6595,El Salvador,769.80357530977,0.0,,,1985
6596,San Marino,,,,,1985
6597,Somalia,131.817364072182,0.0,,,1985
6598,Serbia,,,,,1985
6599,Sub-Saharan Africa (excluding high income),558.930662219311,0.0,,,1985
6600,South Sudan,,,,,1985
6601,Sub-Saharan Africa,559.226101311534,0.0,,,1985
6602,Small states,2209.67933519722,0.0,,,1985
6603,Sao Tome and Principe,,0.0,,,1985
6604,Suriname,2368.18975900346,0.0,,,1985
6605,Slovak Republic,,0.0,,,1985
6606,Slovenia,,0.0,,,1985
6607,Sweden,13666.8577454736,0.87345106,,,1985
6608,Eswatini,515.072560342456,0.0,,,1985
6609,Sint Maarten (Dutch part),,,,,1985
6610,Seychelles,2588.55280379525,0.0,,,1985
6611,Syrian Arab Republic,1991.22475683508,0.0,0.0,,1985
6612,Turks and Caicos Islands,,0.0,,,1985
6613,Chad,202.745556775734,0.0,,,1985
6614,East Asia & Pacific (IDA & IBRD countries),360.925601825062,0.000138524,,,1985
6615,Europe & Central Asia (IDA & IBRD countries),,0.0,,,1985
6616,Togo,234.356109981473,0.0,0.0,,1985
6617,Thailand,747.703437345799,0.0,0.0,,1985
6618,Tajikistan,,0.0,,,1985
6619,Turkmenistan,,0.0,,,1985
6620,Latin America & the Caribbean (IDA & IBRD countries),1829.32485544476,0.0,,,1985
6621,Timor-Leste,,,,,1985
6622,Middle East & North Africa (IDA & IBRD countries),2024.61468440658,0.0,,,1985
6623,Tonga,639.629625484337,0.0,,,1985
6624,South Asia (IDA & IBRD),292.809393059512,0.0,,,1985
6625,Sub-Saharan Africa (IDA & IBRD countries),559.226101311534,0.0,,,1985
6626,Trinidad and Tobago,6302.60922650931,0.0,,,1985
6627,Tunisia,1147.42922045627,,,,1985
6628,Turkey,1368.4016524101,0.0,,,1985
6629,Tuvalu,,0.0,,,1985
6630,Tanzania,,0.0,,,1985
6631,Uganda,241.746001456283,0.0,,,1985
6632,Ukraine,,0.0,,,1985
6633,Upper middle income,980.140293205668,0.0,,,1985
6634,Uruguay,1571.30599985711,0.0,,,1985
6635,United States,18236.8277265009,0.14146081,,,1985
6636,Uzbekistan,,0.0,,,1985
6637,St. Vincent and the Grenadines,1393.66051869502,0.0,,,1985
6638,"Venezuela, RB",3577.78343228627,0.0,,,1985
6639,British Virgin Islands,,0.0,,,1985
6640,Virgin Islands (U.S.),,0.0,,,1985
6641,Vietnam,231.452285826183,0.0,,,1985
6642,Vanuatu,1014.36599022366,0.0,,,1985
6643,World,2658.93733823002,0.01585723,,,1985
6644,Samoa,597.344748170666,0.0,,,1985
6645,Kosovo,,,,,1985
6646,"Yemen, Rep.",,0.0,,,1985
6647,South Africa,1807.976467842,0.0,,,1985
6648,Zambia,329.511670776954,0.0,,,1985
6649,Zimbabwe,635.006058582556,0.0,,,1985
6650,Aruba,6472.39870887477,0.0,,,1986
6651,Africa Eastern and Southern,542.428123553241,0.0,,,1986
6652,Afghanistan,,0.0,,,1986
6653,Africa Western and Central,584.907219262827,0.0,,,1986
6654,Angola,685.728127726666,0.0,,,1986
6655,Albania,693.873474633887,0.0,,,1986
6656,Andorra,10361.1477651737,0.0,,,1986
6657,Arab World,2097.20663158055,0.011470157,,,1986
6658,United Arab Emirates,23467.8793176905,0.773724747,,,1986
6659,Argentina,3613.62170927636,0.0,,,1986
6660,Armenia,,0.0,,,1986
6661,American Samoa,,0.0,,,1986
6662,Antigua and Barbuda,4703.17940118439,0.0,,,1986
6663,Australia,11384.9382387646,0.0,,,1986
6664,Austria,13083.0726621044,0.25053135,,,1986
6665,Azerbaijan,,0.0,,,1986
6666,Burundi,245.915327496274,0.0,0.0,,1986
6667,Belgium,12170.0406962702,0.038253351,,,1986
6668,Benin,303.349035603158,0.0,,,1986
6669,Burkina Faso,256.762480687544,0.0,,,1986
6670,Bangladesh,233.658072199948,0.0,,,1986
6671,Bulgaria,2260.4272811545,0.0,,,1986
6672,Bahrain,7041.63444747202,0.142567131,,,1986
6673,"Bahamas, The",10344.3226508242,0.0,,,1986
6674,Bosnia and Herzegovina,,0.0,,,1986
6675,Belarus,,0.0,,,1986
6676,Belize,1366.04167351088,0.0,,,1986
6677,Bermuda,20450.6645289464,0.0,,,1986
6678,Bolivia,627.398628752618,0.0,,,1986
6679,Brazil,1857.0912337094,0.0,,,1986
6680,Barbados,6019.6532443006,0.0,,,1986
6681,Brunei Darussalam,10214.0284912819,0.0,,,1986
6682,Bhutan,399.493500097155,0.0,,,1986
6683,Botswana,1253.55531668926,0.0,0.0,,1986
6684,Central African Republic,432.011758716722,0.0,,,1986
6685,Canada,14461.0692388787,0.23010107,,,1986
6686,Central Europe and the Baltics,,0.0,,,1986
6687,Switzerland,24480.4225642346,0.0,,,1986
6688,Channel Islands,,,,,1986
6689,Chile,1517.86134513797,0.0,,,1986
6690,China,281.928120911563,0.0,,,1986
6691,Cote d'Ivoire,888.528580547471,0.0,,,1986
6692,Cameroon,1140.59718218245,0.0,,,1986
6693,"Congo, Dem. Rep.",263.831300334625,0.0,,,1986
6694,"Congo, Rep.",875.451670233046,0.0,,,1986
6695,Colombia,1142.93936333953,0.0,,,1986
6696,Comoros,763.325350469944,0.0,,,1986
6697,Cabo Verde,602.158496333097,0.0,,,1986
6698,Costa Rica,1572.45502472836,0.0,,,1986
6699,Caribbean small states,2466.29909898147,0.0,,,1986
6700,Cuba,2378.91072256146,0.0,,,1986
6701,Curacao,,,,,1986
6702,Cayman Islands,,0.0,,,1986
6703,Cyprus,5642.63147635102,0.0,,,1986
6704,Czech Republic,,0.0,,,1986
6705,Germany,13461.8310034147,0.030588843,,,1986
6706,Djibouti,,0.0,,,1986
6707,Dominica,1863.50606662694,0.0,,,1986
6708,Denmark,17201.0888129674,1.126253432,,,1986
6709,Dominican Republic,928.032248763549,0.0,,,1986
6710,Algeria,2756.95498118893,0.0,,,1986
6711,East Asia & Pacific (excluding high income),350.004191668342,0.001058276,,,1986
6712,Early-demographic dividend,789.929087821616,0.00030135,,,1986
6713,East Asia & Pacific,1801.38067817866,0.007392307,,,1986
6714,Europe & Central Asia (excluding high income),,0.00010057,,,1986
6715,Europe & Central Asia,6291.42451331494,0.068818398,,,1986
6716,Ecuador,1648.01456016559,0.0,,,1986
6717,"Egypt, Arab Rep.",815.248694949335,0.0,,,1986
6718,Euro area,10966.9311395223,0.055214724,,,1986
6719,Eritrea,,0.0,,,1986
6720,Spain,6513.50328578924,0.004375171,,,1986
6721,Estonia,,0.0,,,1986
6722,Ethiopia,234.682176355784,0.0,,,1986
6723,European Union,9020.12803457589,0.081813561,,,1986
6724,Fragile and conflict affected situations,760.363457900736,0.0,,,1986
6725,Finland,14951.0467852887,1.730103455,,,1986
6726,Fiji,1795.37045820322,0.0,,,1986
6727,France,13540.2463694725,0.016302017,,,1986
6728,Faroe Islands,,0.0,,,1986
6729,"Micronesia, Fed. Sts.",1276.50618856935,0.0,,,1986
6730,Gabon,4004.03527499383,0.0,,,1986
6731,United Kingdom,10611.112210096,0.229996892,,,1986
6732,Georgia,,0.0,,,1986
6733,Ghana,435.068187671321,0.0,,,1986
6734,Gibraltar,,0.0,,,1986
6735,Guinea,354.421365033579,0.0,,,1986
6736,"Gambia, The",234.656286788678,0.0,,,1986
6737,Guinea-Bissau,145.905480769443,0.0,,,1986
6738,Equatorial Guinea,207.052649029051,0.0,,,1986
6739,Greece,5656.50533164528,0.0,,,1986
6740,Grenada,1872.4686083726,0.0,0.0,,1986
6741,Greenland,11271.3214290252,0.0,,,1986
6742,Guatemala,892.292906492455,0.0,,,1986
6743,Guam,,0.0,,,1986
6744,Guyana,660.151900046548,0.0,,,1986
6745,High income,12673.2000243918,0.150812811,,,1986
6746,"Hong Kong SAR, China",7435.03069759422,0.186100282,,,1986
6747,Honduras,1287.410738777,0.0,,,1986
6748,Heavily indebted poor countries (HIPC),393.851844327259,0.0,,,1986
6749,Croatia,,0.0,,,1986
6750,Haiti,357.79682974721,0.0,,,1986
6751,Hungary,,0.0,,,1986
6752,IBRD only,841.905016557622,0.00050898,,,1986
6753,IDA & IBRD total,761.210352040241,0.000414082,,,1986
6754,IDA total,412.988282022857,0.0,,,1986
6755,IDA blend,528.027005150594,0.0,,,1986
6756,Indonesia,474.859160471754,0.002691028,,,1986
6757,IDA only,355.555188361525,0.0,,,1986
6758,Isle of Man,,,,,1986
6759,India,310.465932763137,0.0,,,1986
6760,Not classified,,,,,1986
6761,Ireland,8112.17136316453,0.042656996,,,1986
6762,"Iran, Islamic Rep.",4244.69032642964,0.0,,,1986
6763,Iraq,2970.78675265279,0.0,,,1986
6764,Iceland,16406.0478450272,1.081320013,,,1986
6765,Israel,,,,,1986
6766,Italy,11315.0151767923,0.015871141,,,1986
6767,Jamaica,1168.09730286139,0.0,,,1986
6768,Jordan,2122.97043008078,0.0,,,1986
6769,Japan,17113.2623242419,0.07765218,,,1986
